image,PO Number,Order Number,styles,Name,requested,Confirmed,Rejected
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/10050e36-d006-4e60-9447-0227433af573?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=I9W1wBy4oc6SSN4gQLcmzRgl34vrk80h5n3H4ejIyetjH2g9uV58xSEFPvpYCAugl9gQOcLWh622lotsBNsWySwDM6JdPtOgglZeMHLqNr~lZnUusHFWp2~fl6-d85XfyGwmkdo5UUyfwUmFd6MPfCklaYJAckbJsLu8d4d8O0iVIN2Itl6XlPNY405x0polfxNCqrnTKsUJdFlfKES8rb~IZJV6JAkVKqLFpWHwEe~GvLffaPrIwYjJSCipQoiK2QBDdWRq7jpEz9rve1F3L6gQFLqRa0ScBcf03nmdsVU8crD1~QFG890DgAfWDeOWV4f6PDggrVrLsY66VhnIsg__,FU-BELNKEWA010123_2 ,7355746252,DQ5775-405,"NIKE SPORTSWEAR CLUB FLEECE
HYPER ROYAL/HTR/WHITE
Apparel
DQ5775-405",10,CONFIRMED 0,10
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/d132d135-739e-4fe6-8acc-388f97b9e1da?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=If-4jkFgVTQ5eDxc8HN8buBWSHIQgifsxL94a0xVBgvM2lMP1HXb~VrhmW-Xt~3WMAkrqq32I3i~U94vmvN9itUMaOVgjN~qRKDvet6v3GMiNlgGvp44BBTyfY2qINLp5xijUipcZqOgcDB84Uc~rH5FzcguWeesEgjDnx8aE8e1Ff-Alibjoy4BnEdijAoP~BrKJS49VGyYPpE2CiktslPidve0uqmiZ-lMNgvM3TOqz95dhSf7G4XqcXBCCCBugqw~4vlIhS7Aqj31jQBtSgjl4C~19zj00GK2Ehz3VqWzgCW5cCtFJBoK9tEHMRRvyTb56oMdukbVjsnjBNRd6g__,FU-BELNKEWA010123_2 ,7355746252,DQ5775-416,"NIKE SPORTSWEAR CLUB FLEECE
BALTIC BLUE/WHITE
Apparel
DQ5775-416",10,CONFIRMED 10,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/b5eea4df-1b03-4bd0-a372-ce233932f133?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=FKFpIFelh0LGSXHcL9vjbL4iAah2EnHQw96eSuhs3PO-VDZRauVMlySNMEqXE9ZAlZmCDhEhPPd9OYrxVhALGhyrLym0jhYPyUe1ezNhI0dpSaKvAAaR-8dsQmccXytovxL2PavGWWDKEMLZs~JdOhQie9dGk5oym~gF0llguDhoUj1NNjPF7WnGu3-RPVEVaNKIdtWuMdbUV3L~k58Eo7k-PLC0KkIqAyNVDc2zLdPLlSP~ndgonr9NYaqZJZMIO6JuOdYyYO3dIlVQQ5QUfVtP1Ilyj0t98PchFn-L3BkmEI6Z8IlhuT1~UQ1h14jyiviXVG9M4IwQejQmmhylAg__,FU-BELNKEWA010123_2 ,7355746252,DQ5191-405,"NIKE SPORTSWEAR CLUB FLEECE
HYPER ROYAL/HTR/WHITE
Apparel
DQ5191-405",10,10,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/b1b72099-fd2d-45d3-9598-4c6c55f8d2c2?format=png&height=100&width=100&Expires=1674582620&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=eE8Sb3H2CA8BATGSwqHNq0RFPjiPaagfgFHkdxPTmJ2J04x8KphSsJSa2rVAxYRzaCAPjEJdvyUVOSljNQ6S9fCfcF84qMbXMRwpXVHzAzi4RGX-BxRGoADCp5vHNvVs614Yr4RFVUnXtA7ddHqtGXTj4JXilw3bJU2ZFAteLt~BSk0u8ZcmYozAE6y-zZMntrxPMkA7bk86ESVa6kw-ty77r4bKLDRpLgpyrRmJ-lQ83wSmA8W5d3A~21~TsXBsntT6D3h3UdI3GwLirsDsSrq8pClfytVKTYDz0uHrNf7kZwCVEAuFYmns3f67bWyqizV-YJ0WpMprGOKblntNiQ__,FU-BELNKEWA010123-TF ,7355745031,CW4292-664,"NIKE SPORTSWEAR TECH FLEECE
PEARL PINK/BLACK
Apparel
CW4292-664",11,CONFIRMED 0,11
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/cdc14ec3-9215-4ef3-a1fd-9abc708de218?format=png&height=100&width=100&Expires=1674582620&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=NSLabZf6MqihyC7D23p2jX0r8fLcs0XAbjlJaGrhaDMNj7X3jbTfDsBHghTLqSvvWdDOEuEReW2TPAje7TKCjcv~XXa3hWZaUbEcwpKSG4KiVsRPiXaMr0uu1~PxMsmy7oXnlauq1wbMZV46NLTjvHbmXuOF0m~DD9yNS2ZnNpFbh7ROq20GhUXNNB4n0FatNgUv2g7-ZwU4XMDfhy13BEVbl2NLuppEBzgXKVocLZeu4iSCDF-42kwENvY-rqrQ3o5duT5m-p0rLotX~Q90JZx9o8IZxA01GI9oqXKBW7xSTdJH1dy3b8PXpK33ZwLtBqgUYO3G5HR4yjUVT~Nh6Q__,FU-BELNKEWA010123-TF ,7355745031,CW4298-272,"NIKE SPORTSWEAR TECH FLEECE WINDRUNNER
DIFFUSED TAUPE/BLACK
Apparel
CW4298-272",11,CONFIRMED 11,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/0c72cc40-6b2f-47c1-9cdf-08b4a87a5f9c?format=png&height=100&width=100&Expires=1674582620&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=WZFf8ptvdWyW~I3JToKBsJRaXibsHjvB2w-MBpVjOQR-3orqHR3T4Wf5dwZ35B~vOqzUOLKUQhD7Gn65gr~4yXpgMWVQ1X24rmJIo-xs1JisVzkDPvvlc2q00XjjZhdYox7WkkNpp9xfOpERgOjVoqxe0GZmycajPLx2eCXp2Giuhw1wsy57RMk7hnPbbP~BROgfibx0hV1aIXBNfp~1gxcC5XiBUaQAy6ikExJf3vrA-KcKkmEM9YZQ8ffJkdA-~MwoT9vWgE~iEXfe4kA25fnM0YOEe6CaQYd~Iph8QSgo~vXhSTq~tfqPQpTgg62WDw4qAGo3WCpIYAReoOnaHQ__,FU-BELNKEWA010123-TF ,7355745031,CW4298-664,"NIKE SPORTSWEAR TECH FLEECE WINDRUNNER
PEARL PINK/BLACK
Apparel
CW4298-664",11,CONFIRMED 11,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/95fd8120-f140-4c29-971d-a28db646fcf7?format=png&height=100&width=100&Expires=1674582620&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=VNdN3tuAFmGUvApe9R7zF5htUuVPXwuhciZ1862~Nh7RcOUjR8XUQX3fiU7cLZtA9-fJdrhW92XG8cLw5LI6i8if~~fIbxp-O5~4dWDZ9zyTdmbq657JDJJPmq-VXfNHhueC6x3Vnmaj20JC726r00MUs0atk~bnFgWSybknt7zZF6O8ChS25oqDUWxRF3TQQ7t7oeQHr9SHgONx5EeqIC2lB6NHcFjNSuySAIBeESkjHn8lR4SKQdBoPcr3dI0nIKGB2DZ2UjqmrXYg8wtwWRORH~5ykrFJTRgz555osMCO7r~Nu9bB0Up1qo3Uuqj7GsGHuM~qUi5PuiZH4zNv6w__,FU-BELNKEWA010123-TF ,7355745031,CW4292-272,"NIKE SPORTSWEAR TECH FLEECE
DIFFUSED TAUPE/BLACK
Apparel
CW4292-272",11,11,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/18a9c846-c020-484d-9c42-992173b4c3c8?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=WFskO9KUp5CWhSoAD08YaKYlfSVvIkaa1gJtkXrNNaF6ezA2vsG1Q6pkr3PaPUa01GCkXaGgfXXRTql-cEXIQydMOMhGaXJaQRHqlYEmFQ68GCEflcy75vhhbPhmaAMEgafgbbMPKPknWCOmSWZCcAOVKm7c3aO~g0KtS9-VCYy6qLgi9uoubx0L8jf1OSw3OCv4nGnGkKGcavsCsrMkik9RhJQkVhubm23FUeuhcJgvAHVIKNYLyem24AeD009uPCGnCTl3~l7FoijCh1B8QpkXjL1YkHFFT2ODx4zl9dylQcWR2VngEUazZh7jLGrrS2rUXPXDF3XLLR~UIPxu1g__,FU-LANNKEWA010123_2 ,7355742909,DQ5191-416,"NIKE SPORTSWEAR CLUB FLEECE
BALTIC BLUE/WHITE
Apparel
DQ5191-416",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/10050e36-d006-4e60-9447-0227433af573?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=I9W1wBy4oc6SSN4gQLcmzRgl34vrk80h5n3H4ejIyetjH2g9uV58xSEFPvpYCAugl9gQOcLWh622lotsBNsWySwDM6JdPtOgglZeMHLqNr~lZnUusHFWp2~fl6-d85XfyGwmkdo5UUyfwUmFd6MPfCklaYJAckbJsLu8d4d8O0iVIN2Itl6XlPNY405x0polfxNCqrnTKsUJdFlfKES8rb~IZJV6JAkVKqLFpWHwEe~GvLffaPrIwYjJSCipQoiK2QBDdWRq7jpEz9rve1F3L6gQFLqRa0ScBcf03nmdsVU8crD1~QFG890DgAfWDeOWV4f6PDggrVrLsY66VhnIsg__,FU-LANNKEWA010123_2 ,7355742909,DQ5775-405,"NIKE SPORTSWEAR CLUB FLEECE
HYPER ROYAL/HTR/WHITE
Apparel
DQ5775-405",14,CONFIRMED 0,14
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/d132d135-739e-4fe6-8acc-388f97b9e1da?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=If-4jkFgVTQ5eDxc8HN8buBWSHIQgifsxL94a0xVBgvM2lMP1HXb~VrhmW-Xt~3WMAkrqq32I3i~U94vmvN9itUMaOVgjN~qRKDvet6v3GMiNlgGvp44BBTyfY2qINLp5xijUipcZqOgcDB84Uc~rH5FzcguWeesEgjDnx8aE8e1Ff-Alibjoy4BnEdijAoP~BrKJS49VGyYPpE2CiktslPidve0uqmiZ-lMNgvM3TOqz95dhSf7G4XqcXBCCCBugqw~4vlIhS7Aqj31jQBtSgjl4C~19zj00GK2Ehz3VqWzgCW5cCtFJBoK9tEHMRRvyTb56oMdukbVjsnjBNRd6g__,FU-LANNKEWA010123_2 ,7355742909,DQ5775-416,"NIKE SPORTSWEAR CLUB FLEECE
BALTIC BLUE/WHITE
Apparel
DQ5775-416",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/78228a3e-1f98-42ce-bd5a-dda1e527470b?format=png&height=100&width=100&Expires=1674582658&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=su-vWDD3UrEPHRrLEU3rlmtOanb~-I3RnJ3nTMJtS5~GTrGMNQN8mtBC5xIk9AoE-lj1nwN-Un~0xJ~wdtGU2g155sxrZ4jBXVuU7bR9i6Et6UX-ucp1rngJEbzf1QewQgwHlauzMiYjAZy~1iV-4N5zsinyLtB39JpqeS3adCPoGp-kO5QNLgHoun2hIyU-iwDGpBBI-dTFdV27MF0qBJPvfHvBB1Wza6DV~~R7NlT1IFozOXXON9u7gE-acm1G3Xd11OcHoXNpKEhmdtJ2UVhnN9PBkolIhxgIv-lp0mTUG4hjQEWH3XSOwmTbO-X2Ni39dyfKmjVy08nq83dmzQ__,FU-LANNKEWA010123_2 ,7355742909,DV7814-010,"NIKE SPORTSWEAR
BLACK/ANTHRACITE
Apparel
DV7814-010",8,CONFIRMED 8,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/f25732cd-67b9-4bac-b7b7-867d16ccf7b2?format=png&height=100&width=100&Expires=1674582658&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=oMxGuklq5IQCVhpLxPUuAnkjUe4I5xQEJsuJr02MvFbMBibNyW4gnChQZkHmBc5rwPsLAx5lG3iy~3m0g-l-F68s4Muy814I2wgNZyjoglD-f7sYxrlHlORp-iUWgw4CR6FJxLJdEUN1UUSvMH0W6SuPJeaIykm5zg3QT1kZ0nieScd5JPozjSy~GWIFYEtqMQ4RJavb0pKqQfEf4cS4Qq7isAf-YfzFBP1V9pjr-8MONL~8-8ax2Ynd58cLsYvRDyI7K-PZ5J3vjKFz2LF1L4ipi91EMjGZAdMd1Uoqus5tRJCq7FfbDbxNwPtTVVJFjNDqLRjK53UyvsmETLbXXQ__,FU-LANNKEWA010123_2 ,7355742909,DV7814-270,"NIKE SPORTSWEAR
ALE BROWN/IRONSTONE
Apparel
DV7814-270",10,CONFIRMED 10,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/a7cf0315-5904-4786-8128-178db8c012ad?format=png&height=100&width=100&Expires=1674582658&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=onOU6CZAbz2Hh~Uur4HVqbFpAaQqMUJNadMHmD6qMkSFI95syE4ywlkJS5gPiZ3sQh2xQ22MnDQ82ZdYpkRgoQCxiwTG1bp7nFJi5tiCiQ5C1YD5UFogfPJBxXG50alBFXBlzRc1UqIi6LVs2zErcqP5xetKEUihURbXIW2HbJG59gLVWwp0Zv1uRETKGr19zGqLtsmtEj5xHs0O2NrXCdgIhbqa2N53lGfGC3nBo73t1SGWlFCTsHFGVDWdq1czC81F-iVU-W8wewBNF9~X8UaEYH18Yq6b91HqeAMvlB3oRReczi06BHGx7lz8~A2f6SRVYXcBt3V6OZbKM7qnSw__,FU-LANNKEWA010123_2 ,7355742909,DV7820-010,"NIKE SPORTSWEAR
BLACK/ANTHRACITE
Apparel
DV7820-010",8,CONFIRMED 8,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/893f192d-4426-44db-8db5-d4e297ad5c00?format=png&height=100&width=100&Expires=1674582658&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=OxNkXidiIEp7VRr99LbEo4xiR0Io0E~8eYgTE96i7Qlrx~SeueuT-WQvNvPMWpzc-SiR5x2lX8GzVgOED93v7OKA-LjieA1bD~zzpo8NzgMv4W614Ihx6P0aq9erFoJnJGsDafUj1Kydfi648MW9zbE2ktuwZYFb1MLY-VKoagekiMm3fIFEqL-TvsKSbchB9HaXlYM8rNUMJ1jzXL8rGKVbmwCrnsfB1un76P3Mu5fmrsH8aQ6S~Jd9eFz6KrAQFyDh5yDbN0~sLaHno0bMlaveofDqJNLlJJ5AQceWUitFe-SZImQXUzD3M~VnJWm3~lIROBrjRyQFq6DpslawdA__,FU-LANNKEWA010123_2 ,7355742909,DV7820-270,"NIKE SPORTSWEAR
ALE BROWN/IRONSTONE
Apparel
DV7820-270",10,CONFIRMED 10,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/2ece0d4f-83c7-4f06-bf5b-446d78fda031?format=png&height=100&width=100&Expires=1674582658&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=Mzh-0tFAgAiOb9SMr8rpxQ-X1AZl0cREDrcaVhCiyw~xfrWbLQ4kLeEqwFJeXpSAet4TaLQWcFgdr74GiFD1dUwLhZyt2kXS3JYaiAYPdhof32Zw1qpyzO5OF5bce4oLD0YxsOQCvHMAT-NVl0BVjVZrs~1j68TCrcgg0~DuWA5zwNUHB61sD9o~MP-zRNct3QZ4hjkN3NNDKBRkp0fcpKDE9XdGkbJPas8DjfVx31PbOwkUGAQzSWIvKPf-kkwZcyVfAlhW3O6MLDpb5TcxI4KxO0fs99M2t~Exd4o9o393PjCsDL9dXBZZtCmVeJFveXJqq72dWLADMCE4w3efRQ__,FU-LANNKEWA010123_2 ,7355742909,DV8048-665,"NIKE AIR
COSMIC FUCHSIA/PINK FOAM /PINK FOAM
Apparel
DV8048-665",8,CONFIRMED 8,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/eafb628c-3b1c-4bc8-8a5a-b68eb1daedde?format=png&height=100&width=100&Expires=1674582658&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=kMYK~oc7rlzfKVgLrdSRwmy77rMGFh16kamw2I5YZhCSrVOF4L51AGveGWzoMB7xO8AFEACTM410LzRLC8BRKZqs5DmuPT~~~IXMGQUpJBQz7rAJfgBEATTYu~xnRvQimh4887-10eUNMyVZ51z87ozdO09OGr7G56Ay2sPHn60IXRom~2HVysoJqZn9IWdE~czaf0Sl772fYtWslHWNCoZrDb90xhI45cuY5NgCFUeai-zJpAQAHGfZldPys4Zud8tI5MgrjZ1n4z0TI5VGxy5UPYgtcYmfHCibYsbanb64pZiUrL7edP5I~9Ia6QDCUJBR3xEKQbkTgDaDZotfpA__,FU-LANNKEWA010123_2 ,7355742909,DV8050-665,"NIKE AIR
COSMIC FUCHSIA/PINK FOAM /COSMIC FUCHSIA
Apparel
DV8050-665",8,CONFIRMED 8,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/b5eea4df-1b03-4bd0-a372-ce233932f133?format=png&height=100&width=100&Expires=1674582582&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=FKFpIFelh0LGSXHcL9vjbL4iAah2EnHQw96eSuhs3PO-VDZRauVMlySNMEqXE9ZAlZmCDhEhPPd9OYrxVhALGhyrLym0jhYPyUe1ezNhI0dpSaKvAAaR-8dsQmccXytovxL2PavGWWDKEMLZs~JdOhQie9dGk5oym~gF0llguDhoUj1NNjPF7WnGu3-RPVEVaNKIdtWuMdbUV3L~k58Eo7k-PLC0KkIqAyNVDc2zLdPLlSP~ndgonr9NYaqZJZMIO6JuOdYyYO3dIlVQQ5QUfVtP1Ilyj0t98PchFn-L3BkmEI6Z8IlhuT1~UQ1h14jyiviXVG9M4IwQejQmmhylAg__,FU-LANNKEWA010123_2 ,7355742909,DQ5191-405,"NIKE SPORTSWEAR CLUB FLEECE
HYPER ROYAL/HTR/WHITE
Apparel
DQ5191-405",14,14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/1e33f392-8327-4529-9160-c720cc91f300?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=NCpE18TUNP1IqRHVwMSxSzx2q59gl3QvZgZpFJvj6P1jP-JfpgKEd2xgw2iZLUpen4DpuEqPV2ZTdHGjzxkCvux4~I3qShzwerQSeNGN~UJaFaNx5-VM7sFc24ezUA3K4NBjs7SKmqgaMuJ8gkh8Ts-d~uFdMZ7N9sd5O5~VwJ6bj3G5M8Sha5NF~1bLMotMxfwTnBnzAzwStt3yQelN3OJnPXQxAq4dLYV90uVg1n0TL7XcB~F~3ARpXFEg1wA0~iHeiKvnJ5lAaPg~5d-Mo04WEHg-T3xUxh1PNxh2L1FcTJUHtdboykf5YV7vqMtj1aJHnq~16~L6eG4gteT5qg__,12/20/2022,7355740048,DV7850-623,"NIKE SPORTSWEAR
ACTIVE FUCHSIA/WHITE
Apparel
DV7850-623",12,CONFIRMED 0,12
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/2e4fef1f-48a5-4c76-a1d0-aa288fd38a05?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=D2savrbH6Dj-EdlOeUixQ~4bFnIihvvl9jHKQyJgERr62Bap3RKx0ZRqNgKy13hEXBu0R60M57FPkNcx7kr3laZnknIIs7K17Mp1mHqzy7A-4srSF3hX2H-~gV9~DhwHxs4TkaM9Kl8L96jfkz6rwT6CqMwMUjoYscha3zQhgy9g9xlKERFQ0qfFClyXgzmmIlTVGqUogOFZr3eX0jtYOUb4Kb~UMBaK549AoqmQBBbJLie2dC3AlyCNQJXxzU2cp51sT-CAb7sSZRuZLy1wjB~T2tHfa5cShTKEY5gOhYpmojok2nkCz2vhaK8hwqC~lJpIZK-4i43StKqb26XCgw__,12/20/2022,7355740048,DX0074-010,"NIKE DRI-FIT GET FIT
BLACK/IRON GREY/WHITE
Apparel
DX0074-010",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/9eb8547b-a5e4-47b4-804b-e730b4bc9b0e?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=UZR1wCANhkbzz~JGuiw70nsNGeXuW5Qe4Lu0ry0MMNaK0PNr-y~PQC2oIAxLydCVxH2TgtSckipZxSCMbBvxHt08cELsr~qfdoY297x~7Z5F11z35qSm3eNnCHIYyNzokKF8AfFPW30ISm-JA8sWosxNWI6u8m2aMY1uHXnCukOi-9zvBQyxaQR~sM0JbB8E8zTsyqhXpIL4imIx4EaKotMEvjAc~oAe4ZYER~CyCCssCyL7avva72a7ODsmNzZ7~p-XaKaHn89IR05rd2VrU4z33qFaMrvK-IGvw1x~jkcWNt4tThmEPC6-tJpxH8zl9ezgW5ZDf7OEoRAI4Rkk8g__,12/20/2022,7355740048,DX0074-623,"NIKE DRI-FIT GET FIT
ACTIVE FUCHSIA/OCEAN BLISS
Apparel
DX0074-623",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/53907c28-a9ac-461e-88ae-21c9008d03e3?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=CBYllNr5zi4SG8CpQ5zAHZESW9HJXnLfrwT-kotOGlyUmKbR-mtHxFq5sBP3C3Z0o3dNt0vOXhyNosHuXhTFTwMZWftnCOb0vAF6EG8A~XFmCF5Xfh7AsKifSDVNT346Tvy-ucVCszMq4NwtJi2j6L1sXYQn6w3E5h~vQDVYmb7qq~42sgmweEL54uzhIHsvJvitB4~9S-4Kq6BQk8gBWTMVaFKN7xNJRbLr8nUJdZF8cQ3~CLfzHRELG6y35U-A1pB~3oQvX151JS2JKnDFqYd85QW8V~btWUfMgIPs1rTJHdXchdEuxUaKDVons-6gghVHCV5UHTts-0vOT13gbQ__,12/20/2022,7355740048,DX0074-657,"NIKE DRI-FIT GET FIT
UNIVERSITY RED/GYM RED/PINKSICLE
Apparel
DX0074-657",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/2518fcbd-ea2b-4042-aa55-c3b151e820fb?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=j1ltlIsbs9DCmbPNGfDlfd6rxZpQJxaA5UfTBVlG~1GMaaszJtLWnW-lz7e3btPo9CAQUU93vkIJz~uXovfWJRes0agriCb1PrfrsevQkgPvhmsdZHxCQRfuro08fXWwQ7hz~lg1-LQNh86pycgLVZp7KkIxJTJvB6xhJx1niVK-e8bVQfRscinmz11b0PG29JvxnvyiNt9jjw9pOjxvgCt6knq0-tUX3o73F-x6eyJk~1QAFpEUVssxhV06f1vNiO~GgcAgn2JayPGkgGaMQ7Nk-OYZBY7HXwXl6sD5of8qwRARtYgKirDYFuKWks6ioi2WVYDetY~nH2Y6a2SdmA__,12/20/2022,7355740048,DX0080-010,"NIKE PRO
BLACK/ANTHRACITE/WHITE
Apparel
DX0080-010",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/09723ddd-ff7e-4c1a-92c3-6a869d34cfaf?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=QMn0ZI-UhJDY3YHgaPtxD4s2nfRHtYMu9W0Ep4C~~jyRDr0sJdB2gMfuP1I8RWVvDNWzCl8CNe7952vYVzU-3oLu1HIh2mRCOvTi3pV~ZgbZ3z3a-g8sa-jlt8vtgMPBg6XZNgCtvLeoyaBbqTSpiK5XKvYOJIQjmrbtNIERMQ2LKKZJSFmev7d2zy5drRorR09MKzGB~mw4sCQDN82OO5pjzugeuUrLpg2QHDGVWXgSvTLy8S9pThpJJHmdduEY-wo7BQ03l7pFP0suAYg0cPOW1fTvW5-hZlWKd2~fptWqgBxin~bewx5261Wxks8g7dRWEi4Rhsm6vsG9UxrlHQ__,12/20/2022,7355740048,DX0080-623,"NIKE PRO
ACTIVE FUCHSIA/OCEAN BLISS
Apparel
DX0080-623",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/c73fc6ea-e62e-486f-829e-47e0b828370f?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=P7O6dgQz-QCMXfbdvw7YhoxH8a6E5mhDRE0Di~YKqye-2eph7Xdw04OqptZ6JEhZWVZN3USCVXpC6r5eIDb8M~bWbFTtsqoHBeLObVohGRsJ8fOqq29IW7J0ok0zRAyjgZu9Imuf-Zr4qAXyVJk~yYZS2wj1lgvVQ5R2XTXiBysFJsrCofEeo1Q0vZSFJLYLIAyX4piIRjb71Om~oLedEIOqHgoP2praHcoW6u~msM4PXCCdQiFt5jWgju~0e~RNFkEH~ErsVQLKLfu6~u4VFi6eR4s3Ribsv5pDyUMQY3fSjF50OTaCYcFjeFdoUBG3qbCXGVKCFHzu3WibMg9rLw__,12/20/2022,7355740048,DX0080-657,"NIKE PRO
UNIVERSITY RED/GYM RED/PINKSICLE
Apparel
DX0080-657",14,CONFIRMED 14,0
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/babc5129-45e1-4d0a-939d-37d91d88edc9?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=K-ODJ1BxyQ1qa30-wv4Z80K42YCQG71CGe0YzC4cutYJrQAjmunXjHGSyysse2dLWQf-qLo5sAiTpq-uc3dlqA8sd0DOuDTtzpq9FqeELNRdhNkdNhU7gepcYKeShoL~x11SvGZ2NLRLEuigbyKgMav18pBk5t4y9ssWvbEblu9RWl7QW2N8CGYgTFyvwDvtQo5VcyEBmuJ3OSoEjDw2sVDFPdUK2SMEVaJbO-sr1WP~6MG-ayRZTPqr07SzwSxgj~si574v4voHZKp7hHx~2dc9q~UbpWXdawTk416qRZBJOK4gmjDsr0kDiGJx8PRMOIJfO2bTD9qyrKQ5JWEOrA__,12/20/2022,7355740048,DX0100-010,"NIKE SPORTSWEAR
BLACK/BALTIC BLUE
Apparel
DX0100-010",12,CONFIRMED 0,12
https://artifact.prod.dpc.nike.io/v1/dpc/artifacts/7304f163-aea0-4b4e-9446-7e13b563f65d?format=png&height=100&width=100&Expires=1674582727&Key-Pair-Id=APKAIY5MFB6ZHRUC3VEA&Signature=bufNOO8mxa0CeY7Pv34vI6yhJfWK05kOXWo4bXitycKBa7l9J7eRhpWfVLmgwQcdptvaePbLkvJhkCu6aaeJOG08ZGSQeM9cUK5DK~sOMMM5xI-RHINHGzuyNA~ECzYlre2v2bhYWhcR4GCq-L6XWvHV9jf6iAJZAl5jBlDt0QSgqcLoLtmVgfe-R4HoYRu8HFPvrqNa45JAYoqg-2GgEQ~oFiK8ItmjUBKktCHmzRSweZwS7l4~2s3AnwpZzo5Ukbft2~iXaXE944KiCdeRjzsQcDffA5~i98PU4YsUQsqsh7iDBpMoWT2BfLLFLnJ8QmvoTrl~TyD66JrlzK4cTw__,12/20/2022,7355740048,DX0100-623,"NIKE SPORTSWEAR
ACTIVE FUCHSIA/WHITE
Apparel
DX0100-623",12,CONFIRMED 12,0
